,SAMPN,STYPE,CTFIP,INCOM_R,DOW,HHVEH
9002,3455327,1,36005,1,3,1
9003,3455348,1,36047,1,3,0
9004,3455461,1,36061,2,3,0
9005,3455726,1,36047,1,4,0
9006,3455728,1,36061,2,3,0
9007,3455862,1,36047,2,3,1
9008,3455887,1,36061,4,3,0
9009,3455910,1,34017,1,2,0
9010,3455916,1,34017,1,1,0
9011,3456056,1,36061,2,1,0
9012,3456077,1,34023,2,1,1
9013,3456081,1,36061,4,4,1
9014,3456090,1,34023,2,5,0
9015,3456110,1,36081,3,2,1
9016,3456142,1,34023,2,3,1
9017,3456170,1,36005,1,3,0
9018,3456239,1,36081,1,4,1
9019,3456308,1,36047,1,4,0
9020,3456413,1,36061,4,3,0
9021,3456553,1,36061,2,3,0
9022,3456606,1,36047,1,1,0
9023,3456644,1,36047,1,3,0
9024,3456655,1,34017,9,4,1
9025,3456684,1,36081,2,3,1
9026,3456734,1,34017,4,1,2
9027,3456747,1,36047,2,2,1
9028,3456758,1,34017,2,5,1
9029,3456942,1,34017,1,3,0
9030,3456968,1,36061,2,2,0
9031,3457009,1,36061,1,2,0
9032,3457076,1,36061,1,4,0
9033,3457090,1,36061,4,3,0
9034,3457135,1,36061,2,1,1
9035,3457245,1,34017,2,2,3
9036,3457286,1,36081,2,3,1
9037,3457298,1,36061,1,5,0
9038,3457303,1,36061,2,2,1
9039,3457309,1,36061,2,4,0
9040,3457389,1,36005,1,2,0
9041,3457441,1,34023,1,3,1
9042,3457468,1,36005,2,4,2
9043,3457501,1,34023,3,2,2
9044,3457559,1,36047,2,2,1
9045,3457727,1,36047,3,4,1
9046,3457796,1,36061,4,4,1
9047,3457889,1,36005,1,5,1
9048,3457908,1,36081,1,2,0
9049,3457977,1,36061,1,2,0
9050,3457990,1,36061,1,4,0
9051,3458035,1,36081,2,5,1
9052,3458072,1,34017,1,1,0
9053,3458145,1,36061,4,3,0
9054,3458158,1,34017,3,1,1
9055,3458322,1,36047,1,3,0
9056,3458329,1,36061,4,2,0
9057,3458528,1,36061,1,5,1
9058,3458657,1,36047,1,5,0
9059,3458718,1,36061,1,4,0
9060,3458836,1,36005,2,1,0
9061,3458967,1,36061,2,4,0
9062,3459019,1,34013,1,2,0
9063,3459091,1,36005,1,3,1
9064,3459100,1,34017,1,2,0
9065,3459152,1,36047,1,4,0
9066,3459156,1,36061,1,2,0
9067,3459192,1,34017,1,2,1
9068,3459236,1,34013,1,4,0
9069,3459239,1,36047,1,1,0
9070,3459266,1,36047,1,3,2
9071,3459277,1,36047,1,1,1
9072,3459308,1,36061,2,2,2
9073,3459339,1,34017,4,2,1
9074,3459413,1,36005,1,2,0
9075,3459467,1,36061,3,1,1
9076,3459521,1,36061,4,2,1
9077,3459541,1,36005,2,2,0
9078,3459572,1,34017,3,1,2
9079,3459589,1,34017,2,1,0
9080,3459892,1,36061,1,5,0
9081,3459945,1,36047,2,1,1
9082,3459967,1,36061,9,4,0
9083,3459968,1,36081,2,3,0
9084,3460015,1,36061,1,1,0
9085,3460052,1,36061,2,3,1
9086,3460073,1,36061,4,1,1
9087,3460195,1,36061,2,2,0
9088,3460338,1,36047,9,2,1
9089,3460459,1,36047,2,3,1
9090,3460482,1,36047,3,1,1
9091,3460570,1,36047,3,5,1
9092,3460579,1,36047,4,3,1
9093,3460694,1,36047,2,2,0
9094,3460697,1,36047,4,2,1
9095,3460708,1,36047,3,3,1
9096,3460718,1,36047,3,2,1
9097,3460905,1,36047,3,2,0
9098,3461045,1,36081,9,4,1
9099,3461077,1,36047,1,2,0
9100,3461088,1,36047,2,3,0
9101,3461188,1,36047,1,2,1
9102,3461249,1,36047,2,2,1
9103,3461300,1,36047,1,3,0
9104,3461336,1,36047,2,1,0
9105,3461346,1,36047,2,1,0
9106,3461373,1,36047,1,5,0
9107,3461442,1,36047,2,2,1
9108,3461560,1,36047,2,5,1
9109,3461564,1,36047,1,2,1
9110,3461647,1,36047,4,1,2
9111,3461728,1,36047,1,1,0
9112,3461759,1,36047,3,1,1
9113,3461767,1,36047,3,2,0
9114,3461770,1,36047,1,1,1
9115,3461783,1,36047,2,3,1
9116,3461817,1,36047,4,5,1
9117,3461827,1,36081,2,3,1
9118,3461860,1,36047,3,3,0
9119,3461935,1,36047,1,2,0
9120,3462058,1,36047,4,3,2
9121,3462153,1,36047,4,1,2
9122,3462285,1,36047,1,1,1
9123,3462380,1,36047,2,5,1
9124,3462414,1,36047,2,2,1
9125,3462446,1,36047,2,2,2
9126,3462564,1,36047,2,3,1
9127,3462619,1,36047,9,2,1
9128,3462651,1,36081,2,4,1
9129,3462688,1,36047,2,4,1
9130,3462759,1,36047,4,2,2
9131,3462817,1,36047,9,3,0
9132,3462838,1,36047,2,3,1
9133,3462875,1,36047,2,1,0
9134,3463060,1,36047,3,3,0
9135,3463110,1,36047,2,1,0
9136,3463137,1,36047,2,3,0
9137,3463210,1,36047,4,3,1
9138,3463275,1,36047,2,2,1
9139,3463317,1,36047,2,1,0
9140,3463360,1,36081,2,1,0
9141,3463364,1,36047,2,1,2
9142,3463398,1,36047,4,2,1
9143,3463430,1,36047,4,1,1
9144,3463470,1,36047,2,2,0
9145,3463503,1,36047,2,5,0
9146,3463532,1,36047,1,3,0
9147,3463538,1,36047,2,4,0
9148,3463539,1,36047,2,5,0
9149,3463553,1,36047,2,1,2
9150,3463635,1,36081,3,3,1
9151,3463667,1,36047,4,4,2
9152,3463697,1,36047,1,5,0
9153,3463754,1,36047,2,2,0
9154,3463796,1,36047,1,5,0
9155,3463813,1,36047,1,4,0
9156,3463842,1,36047,2,3,0
9157,3463880,1,36047,2,2,1
9158,3463892,1,36047,4,3,1
9159,3464142,1,36047,4,1,1
9160,3464342,1,36047,2,1,1
9161,3464352,1,36047,1,4,0
9162,3464425,1,36047,1,1,0
9163,3464520,1,36047,3,5,2
9164,3464587,1,36047,4,2,1
9165,3464685,1,36047,2,2,0
9166,3464694,1,36081,1,5,0
9167,3464707,1,36047,4,4,1
9168,3464720,1,36047,4,2,1
9169,3464758,1,36047,2,3,1
9170,3464820,1,36047,4,4,2
9171,3464998,1,36047,3,5,1
9172,3465023,1,36047,3,3,1
9173,3465060,1,36081,3,3,1
9174,3465199,1,36047,1,3,0
9175,3465210,1,36047,2,2,1
9176,3465383,1,36047,2,5,1
9177,3465463,1,36081,1,5,0
9178,3465589,1,36047,3,2,1
9179,3465633,1,36047,1,1,1
9180,3465636,1,36047,1,5,0
9181,3465788,1,36047,2,2,1
9182,3465841,1,36081,2,2,1
9183,3465857,1,36047,1,5,1
9184,3465979,1,36047,9,1,0
9185,3466103,1,36047,3,4,3
9186,3466158,1,36081,2,1,0
9187,3466179,1,36047,4,4,1
9188,3466187,1,36047,2,2,1
9189,3466227,1,36047,2,1,0
9190,3466231,1,36047,2,5,1
9191,3466297,1,36047,1,2,1
9192,3466305,1,36047,2,5,1
9193,3466441,1,36047,4,4,1
9194,3466486,1,36047,2,2,2
9195,3466505,1,36047,9,5,1
9196,3466569,1,9001,2,2,1
9197,3466571,1,9001,2,2,3
9198,3466621,1,34029,2,2,2
9199,3466646,1,9001,4,2,3
9200,3466671,1,34029,1,2,2
9201,3466714,1,36085,2,2,1
9202,3466752,1,9001,2,1,2
9203,3466825,1,9001,4,1,1
9204,3466832,1,34029,2,5,3
9205,3466855,1,34029,2,1,2
9206,3466867,1,34025,2,3,1
9207,3466966,1,34025,4,2,2
9208,3467041,1,34029,1,4,2
9209,3467195,1,9001,4,1,4
9210,3467325,1,34029,3,3,2
9211,3467329,1,9001,2,1,2
9212,3467332,1,9001,4,5,2
9213,3467401,1,34029,2,5,1
9214,3467422,1,34029,2,4,5
9215,3467436,1,9001,4,1,2
9216,3467470,1,34029,2,3,3
9217,3467491,1,34025,1,2,2
9218,3467528,1,34029,1,5,1
9219,3467555,1,34029,3,5,2
9220,3467561,1,34025,2,1,2
9221,3467638,1,9001,4,2,4
9222,3467662,1,9001,3,1,2
9223,3467682,1,34025,9,5,3
9224,3467742,1,9001,4,2,3
9225,3467763,1,9001,1,4,1
9226,3467770,1,34029,2,4,2
9227,3467801,1,9001,2,1,0
9228,3467893,1,9001,2,2,1
9229,3467921,1,9001,3,4,2
9230,3468014,1,34029,2,1,1
9231,3468096,1,34029,2,5,1
9232,3468099,1,9001,4,2,2
9233,3468194,1,9001,2,2,3
9234,3468220,1,34025,1,4,1
9235,3468241,1,9001,4,3,3
9236,3468278,1,34025,4,2,2
9237,3468323,1,9001,4,2,3
9238,3468338,1,34029,3,5,2
9239,3468343,1,9001,2,2,2
9240,3468418,1,34025,2,4,1
9241,3468447,1,34029,2,3,1
9242,3468450,1,36085,2,3,1
9243,3468536,1,9001,4,1,2
9244,3468549,1,9001,4,5,2
9245,3468601,1,34029,4,4,2
9246,3468607,1,9001,2,2,3
9247,3468640,1,9001,2,3,2
9248,3468658,1,36085,1,1,1
9249,3468668,1,34029,4,5,2
9250,3468671,1,9001,4,2,1
9251,3468683,1,9001,4,5,2
9252,3468757,1,34029,1,4,2
9253,3468762,1,9001,4,2,4
9254,3468781,1,34025,3,2,3
9255,3468848,1,34025,2,1,1
9256,3468864,1,9001,1,3,1
9257,3468868,1,34025,3,1,2
9258,3468915,1,34029,3,4,3
9259,3468937,1,9001,1,5,0
9260,3468951,1,9001,2,4,2
9261,3468952,1,9001,4,2,5
9262,3469013,1,9001,2,2,2
9263,3469014,1,34029,1,2,1
9264,3469082,1,34025,2,2,1
9265,3469089,1,9001,4,1,2
9266,3469110,1,9001,4,4,3
9267,3469273,1,9009,2,5,4
9268,3469293,1,34025,2,5,1
9269,3469302,1,9009,2,1,1
9270,3469336,1,9009,3,5,2
9271,3469354,1,9009,4,1,2
9272,3469362,1,34025,4,5,2
9273,3469382,1,36119,4,2,2
9274,3469400,1,9009,9,5,1
9275,3469472,1,36119,1,5,0
9276,3469526,1,9009,1,3,1
9277,3469572,1,9009,1,2,2
9278,3469615,1,9009,1,2,0
9279,3469635,1,9009,9,5,1
9280,3469658,1,9009,3,5,7
9281,3469697,1,36119,4,2,5
9282,3469700,1,9009,3,4,2
9283,3469709,1,36119,4,3,3
9284,3469719,1,9009,1,3,0
9285,3469793,1,9009,1,4,1
9286,3469856,1,9009,1,4,1
9287,3469868,1,36119,4,1,3
9288,3469901,1,36119,4,4,2
9289,3469956,1,9009,3,4,2
9290,3469963,1,9009,1,2,1
9291,3469977,1,9009,3,1,2
9292,3469978,1,36119,3,1,2
9293,3469985,1,9009,4,2,2
9294,3470013,1,9009,1,5,0
9295,3470101,1,36119,3,4,2
9296,3470116,1,36119,3,3,2
9297,3470134,1,9009,3,2,3
9298,3470135,1,36119,1,2,2
9299,3470161,1,9009,2,4,1
9300,3470167,1,9009,2,1,2
9301,3470220,1,9009,1,2,1
9302,3470273,1,9009,4,5,1
9303,3470306,1,9009,3,1,5
9304,3470331,1,9009,4,4,2
9305,3470362,1,9009,4,1,3
9306,3470391,1,36119,4,1,2
9307,3470448,1,9009,3,2,2
9308,3470456,1,36119,4,2,1
9309,3470463,1,34025,2,5,2
9310,3470470,1,9009,2,1,3
9311,3470561,1,36119,9,5,2
9312,3470609,1,9009,2,4,1
9313,3470612,1,9009,9,3,3
9314,3470656,1,9009,2,1,2
9315,3470660,1,9009,2,4,2
9316,3470683,1,9009,1,3,1
9317,3470689,1,9009,2,2,1
9318,3470716,1,9009,4,2,3
9319,3470742,1,36085,2,3,2
9320,3470761,1,36119,4,1,1
9321,3470782,1,9009,9,3,2
9322,3470900,1,36119,9,3,3
9323,3470905,1,9009,3,4,1
9324,3470937,1,36119,4,2,2
9325,3470958,1,9009,2,2,4
9326,3470980,1,9009,4,1,2
9327,3471008,1,9009,1,1,1
9328,3471024,1,36119,4,5,2
9329,3471048,1,9009,4,1,2
9330,3471094,1,9009,9,1,3
9331,3471175,1,36119,4,1,4
9332,3471215,1,9009,2,1,1
9333,3471246,1,36119,2,2,3
9334,3471304,1,9009,4,2,6
9335,3471309,1,34025,3,2,1
9336,3471321,1,36119,4,1,3
9337,3471340,1,34025,4,2,2
9338,3471351,1,36119,4,5,3
9339,3471424,1,9009,4,5,3
9340,3471466,1,9009,4,1,2
9341,3471478,1,9009,2,4,1
9342,3471515,1,9009,1,2,1
9343,3471576,1,9009,2,1,4
9344,3471588,1,9009,2,2,2
9345,3471698,1,9009,2,5,2
9346,3471766,1,9009,4,1,4
9347,3471769,1,9009,9,5,1
9348,3471791,1,36119,4,1,3
9349,3471802,1,9009,3,1,5
9350,3471815,1,34025,4,5,4
9351,3471817,1,34025,4,2,2
9352,3471831,1,34025,9,4,3
9353,3471839,1,34025,4,5,2
9354,3471910,1,9009,2,4,1
9355,3471913,1,9009,2,1,4
9356,3471923,1,9009,4,5,2
9357,3471940,1,9009,3,2,1
9358,3471942,1,9009,2,1,3
9359,3471963,1,36119,4,5,2
9360,3471975,1,9009,4,3,2
9361,3471983,1,9009,2,2,4
9362,3471986,1,9009,2,1,1
9363,3471992,1,36119,4,3,2
9364,3472024,1,36119,2,4,5
9365,3472050,1,34025,4,1,2
9366,3472062,1,36119,4,1,1
9367,3472083,1,34025,2,3,1
9368,3472086,1,34025,4,2,3
9369,3472189,1,9009,4,2,2
9370,3472192,1,9009,2,1,1
9371,3472249,1,9009,2,2,2
9372,3472255,1,9009,9,1,4
9373,3472339,1,36047,9,4,0
9374,3472409,1,36047,1,2,0
9375,3472426,1,36103,4,2,3
9376,3472452,1,36103,9,5,2
9377,3472469,1,34027,2,3,3
9378,3472529,1,36103,2,5,3
9379,3472532,1,34003,1,1,0
9380,3472580,1,36047,4,1,1
9381,3472621,1,36047,4,1,1
9382,3472624,1,36047,4,2,0
9383,3472661,1,36087,2,1,2
9384,3472680,1,36103,2,2,2
9385,3472687,1,36047,1,5,0
9386,3472689,1,36103,2,4,1
9387,3472727,1,36047,2,3,0
9388,3472738,1,34003,2,1,1
9389,3472740,1,36047,4,2,1
9390,3472770,1,36047,2,5,0
9391,3472777,1,36047,1,3,0
9392,3472804,1,36047,2,4,1
9393,3472863,1,34003,4,1,3
9394,3472899,1,36087,1,5,0
9395,3472906,1,36047,2,1,0
9396,3472952,1,36047,4,3,1
9397,3473021,1,36103,2,1,1
9398,3473035,1,34003,1,4,1
9399,3473086,1,36103,4,3,2
9400,3473091,1,34027,3,2,2
9401,3473109,1,34027,4,2,2
9402,3473137,1,36047,2,3,0
9403,3473139,1,36103,4,2,2
9404,3473155,1,36047,2,3,1
9405,3473249,1,36047,1,1,0
9406,3473261,1,36103,4,2,2
9407,3473264,1,34027,2,2,2
9408,3473301,1,36047,4,1,1
9409,3473367,1,36103,4,2,2
9410,3473393,1,34039,4,1,2
9411,3473460,1,36047,4,4,1
9412,3473505,1,36047,4,3,0
9413,3473516,1,36103,4,1,3
9414,3473525,1,36103,3,2,2
9415,3473569,1,34027,4,1,1
9416,3473581,1,36047,2,4,1
9417,3473615,1,36103,4,2,4
9418,3473660,1,34003,1,1,1
9419,3473670,1,36103,2,2,2
9420,3473672,1,36103,4,4,2
9421,3473707,1,36103,9,2,1
9422,3473848,1,36047,3,4,1
9423,3473853,1,36103,3,5,2
9424,3473895,1,36047,2,3,1
9425,3473973,1,36103,4,2,2
9426,3473991,1,36103,2,5,2
9427,3474004,1,34039,4,1,3
9428,3474053,1,36047,2,1,1
9429,3474105,1,34027,4,1,3
9430,3474107,1,36047,9,4,0
9431,3474112,1,36047,9,1,0
9432,3474115,1,34027,4,2,2
9433,3474152,1,34027,4,4,2
9434,3474250,1,36047,2,5,1
9435,3474272,1,36047,4,1,0
9436,3474311,1,36047,2,1,0
9437,3474411,1,36047,2,5,0
9438,3474459,1,36047,1,2,0
9439,3474482,1,36087,1,1,1
9440,3474495,1,36047,9,3,0
9441,3474529,1,36047,4,1,1
9442,3474533,1,36103,1,3,1
9443,3474620,1,36047,4,3,2
9444,3474649,1,36103,4,2,2
9445,3474652,1,36103,3,3,2
9446,3474692,1,34039,1,2,1
9447,3474777,1,34003,4,4,2
9448,3474834,1,36103,4,1,1
9449,3474872,1,34027,3,2,2
9450,3474873,1,34003,2,2,1
9451,3474919,1,34027,4,3,3
9452,3474953,1,36103,9,5,2
9453,3474977,1,36103,2,5,4
9454,3474995,1,36087,4,2,1
9455,3475054,1,34027,1,2,1
9456,3475070,1,36103,2,3,4
9457,3475099,1,34027,1,2,5
9458,3475200,1,34027,4,2,2
9459,3475300,1,36047,2,5,0
9460,3475325,1,36047,1,2,1
9461,3475332,1,36047,4,4,2
9462,3475344,1,36047,4,2,1
9463,3475368,1,36103,4,3,1
9464,3475370,1,36047,3,2,2
9465,3475379,1,36047,1,4,0
9466,3475445,1,36047,4,1,1
9467,3475457,1,36047,2,5,1
9468,3475476,1,36047,4,4,1
9469,3475487,1,36047,1,1,2
9470,3475494,1,36047,1,3,0
9471,3475496,1,34027,4,4,3
9472,3475526,1,34027,2,5,2
9473,3475573,1,36087,4,5,2
9474,3475724,1,36103,2,1,2
9475,3475727,1,36047,1,5,1
9476,3475758,1,36047,1,5,0
9477,3475769,1,36103,1,3,1
9478,3475773,1,36047,1,4,0
9479,3475817,1,36047,2,5,0
9480,3475877,1,36103,1,5,2
9481,3475954,1,34027,4,5,4
9482,3475981,1,36047,1,2,1
9483,3475993,1,34003,4,3,4
9484,3476010,1,34039,4,4,3
9485,3476011,1,34003,9,4,1
9486,3476104,1,36103,4,4,2
9487,3476121,1,36103,2,3,2
9488,3476183,1,34039,4,1,4
9489,3476281,1,34003,1,5,1
9490,3476367,1,36047,2,5,1
9491,3476413,1,36103,3,1,2
9492,3476458,1,36047,2,5,0
9493,3476465,1,34003,2,2,2
9494,3476471,1,36047,1,2,1
9495,3476481,1,36047,9,2,0
9496,3476539,1,34003,1,1,1
9497,3476557,1,36103,1,5,1
9498,3476611,1,36103,2,2,2
9499,3476720,1,36087,3,1,2
9500,3476842,1,34039,2,5,2
9501,3476843,1,36047,4,3,2
9502,3476866,1,36087,2,2,1
9503,3476917,1,34003,3,5,2
9504,3476927,1,34039,2,5,1
9505,3476929,1,34003,9,5,2
9506,3477019,1,34027,4,4,2
9507,3477075,1,34003,2,2,1
9508,3477085,1,34027,4,1,2
9509,3477104,1,36047,2,1,0
9510,3477141,1,34039,4,3,3
9511,3477177,1,34039,3,4,1
9512,3477223,1,36103,2,4,2
9513,3477320,1,34027,4,1,3
9514,3477324,1,36047,4,2,0
9515,3477332,1,36103,2,3,1
9516,3477350,1,34003,2,4,2
9517,3477360,1,34027,1,5,0
9518,3477422,1,36047,4,2,1
9519,3477485,1,36103,1,5,1
9520,3477490,1,34027,4,3,1
9521,3477500,1,36103,1,1,2
9522,3477610,1,34003,4,3,3
9523,3477625,1,34039,9,5,3
9524,3477759,1,34003,2,2,3
9525,3477773,1,36103,2,2,3
9526,3477895,1,36047,2,1,2
9527,3477925,1,34039,1,3,1
9528,3477927,1,34003,4,2,2
9529,3477940,1,36103,2,3,2
9530,3478064,1,36103,4,5,4
9531,3478113,1,36081,4,4,0
9532,3478140,1,36081,1,3,1
9533,3478157,1,36081,1,2,0
9534,3478161,1,34031,3,1,4
9535,3478223,1,34031,4,4,3
9536,3478239,1,36081,1,3,1
9537,3478302,1,36081,3,2,1
9538,3478341,1,36081,4,3,2
9539,3478366,1,36081,2,1,1
9540,3478376,1,34023,9,5,3
9541,3478407,1,36085,3,1,3
9542,3478422,1,36081,2,1,1
9543,3478466,1,34023,3,1,3
9544,3478497,1,34031,4,4,2
9545,3478502,1,34023,4,1,2
9546,3478509,1,34031,1,4,0
9547,3478517,1,36081,1,1,0
9548,3478531,1,36085,1,4,1
9549,3478538,1,36081,3,5,1
9550,3478698,1,36081,2,1,0
9551,3478710,1,34023,3,5,1
9552,3478746,1,36081,1,2,1
9553,3478749,1,36085,1,4,0
9554,3478754,1,36059,4,4,3
9555,3478755,1,34031,1,1,4
9556,3478835,1,36081,1,1,2
9557,3478872,1,36081,1,3,0
9558,3478918,1,36081,1,3,0
9559,3478950,1,36081,2,3,2
9560,3479005,1,36081,2,5,1
9561,3479050,1,34023,1,1,0
9562,3479070,1,36081,2,4,0
9563,3479113,1,36081,1,3,1
9564,3479119,1,36081,3,1,1
9565,3479125,1,34031,2,1,3
9566,3479132,1,36081,3,3,2
9567,3479134,1,36081,1,1,0
9568,3479194,1,36081,3,3,1
9569,3479269,1,36081,3,3,2
9570,3479309,1,36085,4,3,2
9571,3479324,1,36081,4,2,1
9572,3479325,1,36081,4,5,1
9573,3479417,1,34031,2,1,4
9574,3479456,1,36081,2,4,1
9575,3479475,1,36081,1,2,1
9576,3479489,1,36085,2,1,3
9577,3479545,1,36081,1,3,1
9578,3479574,1,36081,2,4,0
9579,3479701,1,36081,4,1,1
9580,3479710,1,36081,4,4,0
9581,3479786,1,36085,1,1,1
9582,3479888,1,36085,4,2,2
9583,3479903,1,36081,2,2,2
9584,3479917,1,34023,4,4,2
9585,3479923,1,36081,1,1,0
9586,3479935,1,34023,2,4,1
9587,3479997,1,36081,4,1,1
9588,3480028,1,34031,1,1,0
9589,3480104,1,36081,2,2,1
9590,3480157,1,36085,2,4,1
9591,3480158,1,34031,2,4,2
9592,3480172,1,34023,9,1,1
9593,3480187,1,36081,2,5,1
9594,3480272,1,36081,3,4,1
9595,3480278,1,36081,2,1,3
9596,3480362,1,36081,3,4,2
9597,3480466,1,36085,2,1,1
9598,3480504,1,36081,1,3,1
9599,3480519,1,34031,1,3,1
9600,3480527,1,36081,1,5,0
9601,3480570,1,36081,1,3,2
9602,3480693,1,36081,2,1,0
9603,3480779,1,36081,4,3,6
9604,3480900,1,36085,2,3,1
9605,3480920,1,36081,3,5,0
9606,3480921,1,36085,2,3,1
9607,3480925,1,34027,2,2,1
9608,3480960,1,36081,4,2,2
9609,3480980,1,36081,2,3,1
9610,3481187,1,36081,4,2,1
9611,3481196,1,36081,4,3,1
9612,3481229,1,36081,4,3,2
9613,3481234,1,36081,4,1,0
9614,3481240,1,36081,1,3,0
9615,3481286,1,34031,4,3,2
9616,3481384,1,36081,2,1,0
9617,3481410,1,36081,2,3,1
9618,3481425,1,36081,3,1,0
9619,3481458,1,36085,4,4,2
9620,3481460,1,36081,2,2,1
9621,3481463,1,36081,9,4,0
9622,3481548,1,34023,3,1,1
9623,3481607,1,34031,2,4,1
9624,3481675,1,36081,9,3,2
9625,3481723,1,36081,2,4,3
9626,3481789,1,34023,4,4,2
9627,3481858,1,36085,2,4,2
9628,3481877,1,36081,4,1,1
9629,3482081,1,36085,1,5,1
9630,3482172,1,36059,4,4,2
9631,3482232,1,36059,4,1,1
9632,3482245,1,36059,4,4,2
9633,3482366,1,36059,2,1,2
9634,3482367,1,36059,2,5,2
9635,3482423,1,36059,2,2,1
9636,3482432,1,36059,2,4,1
9637,3482459,1,36059,4,2,2
9638,3482464,1,36059,4,4,2
9639,3482532,1,36059,3,4,2
9640,3482558,1,36059,4,1,2
9641,3482615,1,36059,4,1,2
9642,3482632,1,36059,4,4,2
9643,3482653,1,36059,4,4,1
9644,3482680,1,36059,4,2,3
9645,3482713,1,36059,4,5,1
9646,3482861,1,36059,4,1,2
9647,3482874,1,36059,4,1,1
9648,3482883,1,36059,1,4,1
9649,3482944,1,36059,4,5,2
9650,3483125,1,36059,4,4,0
9651,3483289,1,36059,4,1,3
9652,3483295,1,36059,4,3,1
9653,3483316,1,36059,2,4,2
9654,3483321,1,36059,4,2,2
9655,3483353,1,36059,2,2,2
9656,3483357,1,36059,2,1,2
9657,3483411,1,36059,4,5,2
9658,3483454,1,36059,3,1,2
9659,3483485,1,36059,9,4,2
9660,3483597,1,36059,2,1,4
9661,3483626,1,36059,2,4,1
9662,3483723,1,36059,4,3,3
9663,3483737,1,36059,9,2,1
9664,3483742,1,36059,9,2,2
9665,3483745,1,36059,4,1,5
9666,3483838,1,36059,1,5,1
9667,3483877,1,36059,2,5,1
9668,3483891,1,36059,3,2,2
9669,3483946,1,36059,9,4,2
9670,3483973,1,36059,4,3,2
9671,3483976,1,36059,4,5,3
9672,3483983,1,36059,3,4,1
9673,3484062,1,36059,4,2,2
9674,3484077,1,36059,4,5,2
9675,3484167,1,36059,2,3,2
9676,3484190,1,36059,4,2,2
9677,3484202,1,36059,4,1,1
9678,3484204,1,36059,3,5,5
9679,3484315,1,36059,3,5,2
9680,3484430,1,36059,4,5,2
9681,3484492,1,36059,4,3,1
9682,3484520,1,36059,4,4,2
9683,3484544,1,36059,4,3,3
9684,3484610,1,36059,2,3,3
9685,3484611,1,36059,4,2,5
9686,3484620,1,36059,4,1,1
9687,3484633,1,36059,2,1,1
9688,3484749,1,36059,2,3,3
9689,3484769,1,36059,4,4,2
9690,3484776,1,36059,4,2,2
9691,3484826,1,36059,2,4,2
9692,3484956,1,36059,2,2,4
9693,3484970,1,36059,4,2,1
9694,3485004,1,36059,1,4,1
9695,3485018,1,36059,4,4,3
9696,3485019,1,36059,4,1,2
9697,3485023,1,36059,4,2,1
9698,3485089,1,36059,3,1,1
9699,3485100,1,36059,2,4,2
9700,3485124,1,36059,4,1,2
9701,3485133,1,36059,4,4,2
9702,3485234,1,36059,4,1,2
9703,3485480,1,34035,1,4,1
9704,3485485,1,34035,4,5,2
9705,3485509,1,36061,9,3,0
9706,3485528,1,34035,3,1,3
9707,3485690,1,34039,4,5,2
9708,3485765,1,34035,2,1,2
9709,3485788,1,34013,1,2,2
9710,3485873,1,36061,2,1,0
9711,3485903,1,34035,4,3,2
9712,3485905,1,36061,4,1,0
9713,3485921,1,34035,4,5,2
9714,3485949,1,34013,2,5,3
9715,3486004,1,36061,9,3,1
9716,3486068,1,36061,3,4,0
9717,3486086,1,34013,2,4,1
9718,3486114,1,36061,2,2,0
9719,3486134,1,34013,4,1,2
9720,3486135,1,34013,1,4,0
9721,3486161,1,34035,4,1,2
9722,3486189,1,36061,4,3,0
9723,3486209,1,34035,4,3,2
9724,3486221,1,34013,2,5,4
9725,3486250,1,36061,2,3,0
9726,3486274,1,36061,3,4,0
9727,3486294,1,36061,2,3,0
9728,3486313,1,36061,3,2,1
9729,3486314,1,34035,4,1,2
9730,3486376,1,34013,1,1,1
9731,3486386,1,34013,2,1,2
9732,3486387,1,34013,1,1,1
9733,3486396,1,34035,3,5,2
9734,3486451,1,34013,4,5,2
9735,3486457,1,34013,2,4,2
9736,3486511,1,36061,4,1,1
9737,3486625,1,36061,2,4,0
9738,3486627,1,34035,4,1,4
9739,3486732,1,36061,2,4,2
9740,3486778,1,34035,2,4,2
9741,3486790,1,36061,1,1,0
9742,3486854,1,36061,1,1,0
9743,3486890,1,34013,3,4,0
9744,3487073,1,34035,4,1,2
9745,3487075,1,34013,1,2,1
9746,3487077,1,34013,1,4,1
9747,3487094,1,36061,4,4,1
9748,3487131,1,34035,4,5,3
9749,3487132,1,36061,1,4,0
9750,3487166,1,34013,2,4,1
9751,3487185,1,34035,3,2,3
9752,3487202,1,34013,9,1,2
9753,3487229,1,36061,2,4,0
9754,3487246,1,36061,1,3,0
9755,3487276,1,36061,3,1,0
9756,3487277,1,36061,1,5,0
9757,3487281,1,34013,2,4,2
9758,3487300,1,36061,3,1,1
9759,3487332,1,36061,2,1,1
9760,3487411,1,34035,4,3,3
9761,3487459,1,34035,3,1,3
9762,3487463,1,34013,4,2,2
9763,3487466,1,36061,1,5,1
9764,3487470,1,34013,2,1,2
9765,3487488,1,36061,3,4,0
9766,3487494,1,36061,4,1,0
9767,3487526,1,36061,3,4,0
9768,3487536,1,34013,2,4,0
9769,3487556,1,34013,1,1,3
9770,3487567,1,34013,2,1,3
9771,3487597,1,34035,4,2,3
9772,3487671,1,34013,1,5,0
9773,3487742,1,34013,4,1,2
9774,3487766,1,36061,3,3,1
9775,3487785,1,34035,4,3,3
9776,3487788,1,36061,1,5,0
